/scratch/adamdong/inj_220513/J1809-1943_59356_pow_fdp_inj_dm100_snr1.9191919191919191/nsub_128_1/J1809-1943_59356_pow_fdp_inj_dm100_snr1.9191919191919191_146.89468416_sb_128_dm_99.8_snr_5.93,0.99987876,1.0
/scratch/adamdong/inj_220513/J1809-1943_59356_pow_fdp_inj_dm100_snr1.9191919191919191/nsub_128_1/J1809-1943_59356_pow_fdp_inj_dm100_snr1.9191919191919191_176.35508224_sb_128_dm_99.9_snr_5.85,0.9997583,1.0
/scratch/adamdong/inj_220513/J1809-1943_59356_pow_fdp_inj_dm100_snr1.9696969696969697/nsub_128_1/J1809-1943_59356_pow_fdp_inj_dm100_snr1.9696969696969697_176.35835904_sb_128_dm_99.9_snr_5.92,0.99987066,1.0
/scratch/adamdong/inj_220513/J1809-1943_59356_pow_fdp_inj_dm100_snr1.9696969696969697/nsub_128_1/J1809-1943_59356_pow_fdp_inj_dm100_snr1.9696969696969697_146.89370112_sb_128_dm_99.8_snr_6.15,0.99995995,1.0
/scratch/adamdong/inj_220513/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0202020202020203/nsub_128_1/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0202020202020203_75.95753472_sb_128_dm_102.1_snr_5.78,0.92635494,1.0
/scratch/adamdong/inj_220513/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0202020202020203/nsub_128_1/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0202020202020203_145.21270272_sb_128_dm_99.9_snr_5.67,0.47841468,1.0
/scratch/adamdong/inj_220513/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0202020202020203/nsub_128_1/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0202020202020203_176.35835904_sb_128_dm_99.9_snr_6.09,0.9999839,1.0
/scratch/adamdong/inj_220513/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0202020202020203/nsub_128_1/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0202020202020203_146.8940288_sb_128_dm_99.7_snr_6.3,0.9999695,1.0
/scratch/adamdong/inj_220513/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0707070707070705/nsub_128_1/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0707070707070705_145.21171968000002_sb_128_dm_100.7_snr_5.73,0.6242018,1.0
/scratch/adamdong/inj_220513/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0707070707070705/nsub_128_1/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0707070707070705_75.95884544_sb_128_dm_100.6_snr_5.69,0.99725986,1.0
/scratch/adamdong/inj_220513/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0707070707070705/nsub_128_1/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0707070707070705_146.8940288_sb_128_dm_99.8_snr_6.33,0.99986994,1.0
/scratch/adamdong/inj_220513/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0707070707070705/nsub_128_1/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0707070707070705_176.35835904_sb_128_dm_99.9_snr_6.25,0.9999765,1.0
/scratch/adamdong/inj_220513/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0707070707070705/nsub_128_1/J1809-1943_59356_pow_fdp_inj_dm100_snr2.0707070707070705_130.02178560000002_sb_128_dm_99.7_snr_6.04,0.99997544,1.0
/scratch/adamdong/inj_220513/J1809-1943_59356_pow_fdp_inj_dm100_snr2.121212121212121/nsub_128_1/J1809-1943_59356_pow_fdp_inj_dm100_snr2.121212121212121_145.21270272_sb_128_dm_99.9_snr_5.81,0.70349455,1.0
/scratch/adamdong/inj_220513/J1809-1943_59356_pow_fdp_inj_dm100_snr2.121212121212121/nsub_128_1/J1809-1943_59356_pow_fdp_inj_dm100_snr2.121212121212121_130.02178560000002_sb_128_dm_99.7_snr_5.79,0.9999616,1.0
/scratch/adamdong/inj_220513/J1809-1943_59356_pow_fdp_inj_dm100_snr2.121212121212121/nsub_128_1/J1809-1943_59356_pow_fdp_inj_dm100_snr2.121212121212121_126.57688576_sb_128_dm_99.6_snr_5.7,0.9409212,1.0
